,Text,Account Tags,Hashtags,Sentiment,Emotions
19157,"I greet you Jord, on this EarthDay, and honour you as you deserve to be honoured. I greet you landspirits in the stone, in the trees, spirits of the river and those of new growth as we head from Spring into Summer. May there be friendship between us🌍🌱☀️",Uknown,EarthDay,POSITIVE,joy
19163,"It should be Earth Day everyday!

There are many things we can do to protect our planet
1.Cut down on plastic use
2.Reuse &amp; recycle what you can - mostly refuse what you can. 
3.Cut down on excessive use of products
What are some of the steps you have taken to #gogreen 
Share ⬇️ ",Uknown,gogreen,NEGATIVE,optimism
19168,"EarthDay: Meta Quest Introduces Earth Day Experiences That Literally Will Take Viewers Around The World 

➡️ 

📸  ",Metaquest,EarthDay,POSITIVE,joy
19172,"Woo-hoo, it’s Earth Day 2022 🎉 And this year’s theme — Invest in our Planet — couldn’t be more aligned with our mission. Through our work, we’re helping preserve essential resources for generations to come. How are you investing in our planet? EarthDay #InvestInOurPlanet ",Uknown,"EarthDay,InvestInOurPlanet",POSITIVE,optimism
19181,"Happy Earth Day! 🌎 Every day, we strive to make #EnergyStorage a mainstream resource that's affordable, efficient, reliable, safe and sustainable for all. Learn more: 
#RenewableEnergy #CleanEnergy #decarbonization ",Uknown,"EnergyStorage,RenewableEnergy,CleanEnergy,decarbonization",POSITIVE,optimism
19184,"Ｈａｐｐｙ　Ｅａｒｔｈ　Ｄａｙ　ｅｖｅｒｙｏｎｅ！Keep Rocking and let's take more care of our wonderful planet!😘🌎 

#earthdayiseveryday #earthovershootday #MobileRoyale #rpg #mobilegame ",Uknown,"earthdayiseveryday,earthovershootday,MobileRoyale,rpg,mobilegame",NEGATIVE,joy
19194,"As the next Lieutenant Governor, environmental protection will be a top priority next legislative session. But as a father, environmental protection will be a top priority for the rest of my and my daughter's life. Happy Earth Day! #earthday2022🌍 ",Uknown,earthday2022,POSITIVE,joy
19196," 🌍Happy EarthDay 🌎

Got a climate change busting tip? 🤔
Anything cool you do to reduce waste or emissions? 
One thing we do is compost kitchen and yard waste, then use the results to supply nutrients to our garden. 👩‍🌾🏡🍅 Double boom. 
#Share ",joanne_paulson,"EarthDay,Share",NEGATIVE,joy
19199," 🌎💚Happy EarthDay! Let's all do our part in protecting our local environments by getting outside and giving back! Looking for ways to get involved? Check out some ways to do your part on slide 3! 

#CitSciMonth #CitizenScience #CommunityScience #UrbanNature #Nature #Environment ",EcoSpark_Env,"EarthDay,CitSciMonth,CitizenScience,CommunityScience,UrbanNature,Nature,Environment",NEGATIVE,joy
19212," Happy EarthDay! Here's a lovely quote by humanist favourite George Eliot, taken from the #LittleBookofHumanism EarthDay22 🌍
  ","Humanists_UK,theAliceRoberts,andrewcopson","EarthDay,LittleBookofHumanism,EarthDay22",POSITIVE,joy
19218," Hey Earth, you rock 🙌🏻! While we are at it, let's Reduce, Reuse, Recycle ♻️ and do our part for Mother Earth 🌍. Not just on Earth Day, but everyday. ❤️

Credit: Concept Artist; 

#NoStraightRoads #NSR #Videogames #earthday #recycle #reuse #gogreen ","NoStraightRoads,Elliethopia","NoStraightRoads,NSR,Videogames,earthday,recycle,reuse,gogreen",POSITIVE,optimism
19229," Happy EarthDay! 🌎

As Canadians, we are lucky to have so much natural beauty right in our backyards – gifts that come with a responsibility to protect them. 

Let’s continue working hard to keep our planet healthy. There is no planet B. ",MonaFortier,EarthDay,POSITIVE,optimism
19233,wishing a happy EarthDay to my nature loving besties 💚🌎  #billieeilish how are u helping the earth today? ,billieeilish,"EarthDay,billieeilish",POSITIVE,joy
19238," Today is a great day to share the road! EarthDay2022 EarthDay😎☀️
Distracted driving is reckless driving. 
Be Alert! Everyone is using Nassau County roadways 
🚴🚗🏍️🧑‍🦼🏃🚶🚌🚛🚓🚑🚦🚧🛹🛴 ",NassauCountyPD,"EarthDay2022,EarthDay",POSITIVE,optimism
19255,"Converge wishes everyone a Happy Earth Day! Did you know that remote work makes for a greener planet? Driving less, saving paper, and reducing energy use are all part of the ways Converge's work from home employees are helping the Earth. 🌎 EarthDay #WorkFromHome ",Uknown,"EarthDay,WorkFromHome",NEGATIVE,optimism
19261,wishing a happy EarthDay to my nature loving besties 💚🌎  #billieeilish how are u helping the earth today? ,billieeilish,"EarthDay,billieeilish",POSITIVE,joy
19262,wishing a happy EarthDay to my nature loving besties 💚🌎  #billieeilish how are u helping the earth today? ,billieeilish,"EarthDay,billieeilish",POSITIVE,joy
19266," 'माता भूमि: पुत्रो अहं पृथिव्या'

On the occasion of #WorldEarthDay 🌏
Let's encourage awareness and action for the protection of the Earth and environment. 

#WorldEarthDay2022 EarthDay #Gujarat 

 ","InfoGujarat,CMOGuj","WorldEarthDay,WorldEarthDay2022,EarthDay,Gujarat",NEGATIVE,optimism
19267,"EarthDay Advice: 
♻️REDUCE – Maintain and repair goods; Choose products with minimal packaging. 
♻️REUSE – Avoid single-use plastic. Consider buying used. Donate items you no longer need. 
♻️RECYCLE – Make it count by properly preparing your recyclables: ",Uknown,EarthDay,NEGATIVE,optimism
19283,"Happy EarthDay, Upper Uwchlan! Tomorrow, April 23, join us for the Upper Uwchlan Earth Day Celebration! 

Every day, you can help protect our global home with the choices you make. 🌎 ",Uknown,EarthDay,POSITIVE,joy
19286," Happy Earth Day 2022! 🌍🌻🌱 

Resources for classroom, at-home and community learning: 

Earth Day 2022 - ""Invest in our Planet"" Live Events - 

EarthDay EarthDay22 #InvestInOurPlanet ",stemSENC,"EarthDay,EarthDay22,InvestInOurPlanet",POSITIVE,joy
19296," Happy earth day guyss !!🌍♥️

#shivin ",shivinetflix16,shivin,POSITIVE,joy
19298,"🆕 Yesterday, our CMO, , hosted a panel for  about driving the future of sustainability featuring four global marketing leaders from the food &amp; beverage industry. Read about their commitments to #sustainability:  ♻️

EarthDay ","MargaretMolloy,TheMarketingSoc","sustainability,EarthDay",POSITIVE,optimism
19324, Happy EarthDay 🫶🏾 ,KamauKrypto,EarthDay,NEGATIVE,joy
19326," The 🌎 Earth is only home we have, preserve it. EarthDay 
#SaveSoil 
#ULB802248 
#SwachhSurvekshan2022Dewas 
#SwachhSurvekshan2022 
#SwachhSurvekshan2022MP 



 ","DewasMcorp,SwachSurvekshan,CommissionerUAD,urbansbm,SwachhBharatGov","EarthDay,SaveSoil,ULB802248,SwachhSurvekshan2022Dewas,SwachhSurvekshan2022,SwachhSurvekshan2022MP",NEGATIVE,optimism
19329," #MyConnectWithSoil 

#SaveSoil 
🌎 Earth day participation for Save Soil awareness at Galleria crossing ",tarchana05,"MyConnectWithSoil,SaveSoil",NEGATIVE,optimism
19334," 🌱 The *Save Soil Movement* is about bringing humanity together to keep the *Magic of Soil* alive!

*This Earth Day, let's connect with soil*
#MyConnectWithSoil #SaveSoil #JourneyForSoil #Sadhguru #ConsciousPlanet #cpsavesoil",swn68462662,"MyConnectWithSoil,SaveSoil,JourneyForSoil,Sadhguru,ConsciousPlanet,cpsavesoil",POSITIVE,optimism
19363, Earth Day 🌎 🌱 🌳 Care Bears !! Got this dude at Walmart if your looking ! #earthdayeveryday EarthDay #April2022 #carebearstare #carebears #caringissharing #lovetheearth #Hallmark #Americangreetingcards ,PateeSondra,"earthdayeveryday,EarthDay,April2022,carebearstare,carebears,caringissharing,lovetheearth,Hallmark,Americangreetingcards",NEGATIVE,joy
19367,On this 🌍 EarthDay 🌍 we acknowledge the important of recognising how our actions contribute to our planet's health. #InvestInOurPlanet #SustainableDemolition,Uknown,"EarthDay,InvestInOurPlanet,SustainableDemolition",POSITIVE,optimism
19368," Save Earth 🌍 Save Trees🌴🌳 Save Water 💧
For our future generation👧👦
EarthDay ",kenferns,EarthDay,NEGATIVE,optimism
19369," LIVE - Happy EarthDay! 🌎 Young people understand what's at stake and deserve a role in fighting the climate crisis. 
An NDP government will establish Ontario’s first Youth Climate Corps and plant one billion trees by 2030! 🌳🌳🌳 #onpoli  ",AndreaHorwath,"EarthDay,onpoli",POSITIVE,optimism
19375,"Happy EarthDay! Today we celebrate the 🌎 and the transformational change required to sustain it. How does NGA #InvestInOurPlanet? 

NGA works with partners across the government to provide near real-time #GEOINT support during extreme weather-related events. #NGAforClimate 🧵👇 ",Uknown,"EarthDay,InvestInOurPlanet,GEOINT,NGAforClimate",POSITIVE,optimism
19377,"Another great way to celebrate EarthDay2022? Sign up for the 's Zero-to-Hero challenge. 🌍🌎

The 5-week program teaches simple but impactful ways to help protect the planet: 

EarthDay #ClimateActionNow ",WWF,"EarthDay2022,EarthDay,ClimateActionNow",POSITIVE,optimism
19385," Today is EarthDay and we’re taking a moment to appreciate our wonderful #planet. 🌍

So switch everything off and get outside to enjoy the wonderful world around us. 🥰

EarthDay2022
#WhatAWonderfulWorld
#GetOutside
#OutdoorsAdventures
#FeelGood
#FreshAir
 ","DT_Leeds,DogsTrust","EarthDay,planet,EarthDay2022,WhatAWonderfulWorld,GetOutside,OutdoorsAdventures,FeelGood,FreshAir",POSITIVE,joy
19388," Happy Earth Day 🌎🌿

Pauletta
Oil on birch, 70x70cm

📷 Jennifer Moyes for 

EarthDay #MotherEarth #AndreaTyrimos ","AndreaTyrimos,MTArtAgency","EarthDay,MotherEarth,AndreaTyrimos",POSITIVE,joy
19389,"It's Earth Day!! Plant a tree 🌲or just recycle ♻️. Shout out to Ryan Hickman for the work he does!! ❤ #ryanhickman. 

#recycle EarthDay22 #ryanhickman #EllenDeGeneres 
#childprodigy #ryansrecycling #savetheplanet ",Uknown,"ryanhickman,recycle,EarthDay22,ryanhickman,EllenDeGeneres,childprodigy,ryansrecycling,savetheplanet",POSITIVE,joy
19396," Happy Earth Day #Bearkats! The COHS wants to remind you that as citizens of the world, we can take action to protect the Earth, its creatures, and its habitats! 🌎🌳 ",SHSU_COHS,Bearkats,POSITIVE,joy
19405,"With all the media buzzing around like flies let us not forget why we are here on this planet today . Earth Day🌍
EarthDay22 🌱
EarthDay2022 ",Uknown,"EarthDay22,EarthDay2022",POSITIVE,joy
19413,"“How does eco-label competition affect environmental benefits? The case of Central Africa's forests” 🌳

#Research by Jacqueline Doremus  

Journal of #Environmental #Economics and Management  EarthDay2022  #EconTwitter","DoremusEcon,JEEM_tweets,EarthDay","Research,Environmental,Economics,EarthDay2022,EconTwitter",NEGATIVE,optimism
19416,"#MyConnectWithSoil
#SaveSoil
EarthDay
EarthDay2022
LET'S MAKE IT HAPPEN 💚🌎  ",Uknown,"MyConnectWithSoil,SaveSoil,EarthDay,EarthDay2022",NEGATIVE,joy
19421," ""Climate emergency is the vital issue of our time. We are in a race against time"", said  at  Security Council debate on climate change. This EarthDay 🌍, learn more about Council discussions on climate &amp; security @ #UNSCAD Repertoire  ","UNDPPA,antonioguterres,UN","EarthDay,UNSCAD",NEGATIVE,optimism
19434,Tomorrow. Happy EarthDay! 🌎 ,Uknown,EarthDay,POSITIVE,joy
19440," Ohio has always on been the forefront of innovation and in order to further this leadership into the 21st century by saving our 🌎 &amp; creating good paying jobs.

The next #OHSen be must be a bold champion against the climate crisis. 
#Earthday 
",LinscottHill,"OHSen,Earthday",POSITIVE,optimism
19451,"It’s EarthDay. Pause. Take time. Take in the view. And remember, follow the bougainvillea!

📸:  ",piperarielle,EarthDay,NEGATIVE,joy
19453,"HAPPY EARTH DAY 🌎♻ Do you celebrate EarthDay? Let us know your plans!
MORE: ",Uknown,EarthDay,POSITIVE,joy
19456,Thankful for the planet that connects us all today 🌎💚💙 #earthday ,Uknown,earthday,POSITIVE,joy
19462,"Friday Joy to All.
HAPPY World Earth Day 2022.
Let's love richly, be kind outrageously, treating each as we enjoy being treated. PEACE✌🏼🕊 #Lady DP #fridaymorning ",Uknown,"Lady,fridaymorning",POSITIVE,joy
19471," Activists with the environmental group Extinction Rebellion (XRDC) hang a banner from the Wilson Building for an Earth Day protest to stop all new fossil fuel infrastructure in the nation's capital's in Washington. 📸 epa / Jim Lo Scalzo   

#protest EarthDay #epaimages ",epaphotos,"protest,EarthDay,epaimages",NEGATIVE,anger
19477,"Seems an appropriate day to share an image from my ongoing Desire Path series, made with . This work is about many things but at its core its about me connecting with nature to rediscover purpose in my personal work. Happy Earth Day💚

EarthDay
#Earthday2022 ",thefieldstudies,"EarthDay,Earthday2022",POSITIVE,joy
19481,"🌎 Happy Earth Day! At United Power, we work hard to be responsible stewards of our resources. We are leaders in local renewable generation and sustainable innovations, and we help our members be more energy efficient. 
EarthDay2022 ",Uknown,EarthDay2022,POSITIVE,optimism
19485," Ge everyone , have a wonderful weekend 🤗

EarthDay ❤️🌏 ",sachinc619,EarthDay,POSITIVE,joy
19497,"Happy Mother Earth Day ❤️
.
.
.
.
.
#leaflineclinicalservices #happymotherearthday #motherearthday #earthday #likeforlikes #india #followforfollowback #comment #fightcovid19 #indiafightscorona #doctor #nft #doctors #bhfyp #awarness #stopsmoking #share ",Uknown,"leaflineclinicalservices,happymotherearthday,motherearthday,earthday,likeforlikes,india,followforfollowback,comment,fightcovid19,indiafightscorona,doctor,nft,doctors,bhfyp,awarness,stopsmoking,share",NEGATIVE,joy
19501," Welcome to Recycle City! We're celebrating 25 years of this site just in time for EarthDay. 

Come explore the city and check out our newly updated interactive game where you can make the city even greener. 🌳  ",EPA,EarthDay,POSITIVE,joy
19508,"Our nature loving, environmentally conscious, Green crusader. Always inspiring us to do our bit for Mother Earth.. Our Bawse🙌🏼 #ShaheerSheikh #SSonIG #IGStory  EarthDay EarthDay22 #SaveOurPlanet ",Shaheer_S,"ShaheerSheikh,SSonIG,IGStory,EarthDay,EarthDay22,SaveOurPlanet",POSITIVE,joy
19509, Come on! We were never on a break. We defeated polluticorn! We will defeat Greenzo ♻️ #theoffice EarthDay  ,"peacockTV,theofficetv","theoffice,EarthDay",NEGATIVE,joy
19515," In her annual EarthDay perspective, our head of environmental conservation Aileen Lee reflects on #COP15 delay and a silver-lining of time to be truly prepared to meet this moment of opportunity to protect our planet. 🌎 ",MooreFound,"EarthDay,COP15",POSITIVE,optimism
19518,🌎 One of our eager P6’s created this lovely poster for Earth Day. They wrote a catchy slogan and used water colours to encourage people to recycle #article24 #article6  ,UNCRC,"article24,article6",POSITIVE,joy
19533," The Island University is the place to be on this EarthDay 🌎

#ShakasUp | #TAMUCC ",Go_Islanders,"EarthDay,ShakasUp,TAMUCC",NEGATIVE,joy
19551," 🌍 Earth Day Giveaway 🌍

Happy EarthDay WuuGoo fam! We are giving away 3 whitelist spots to celebrate this special day 🎉

🌱 Follow  
🌱 RT &amp; Like 
🌱 Tag a friend 

⏰ Ends in 24 hours 

#WuuGoo #Giveaway #NFTGiveaway #Metaverse #MetaverseNFT EarthDay2022 ","wuugoonft,wuugoonft","EarthDay,WuuGoo,Giveaway,NFTGiveaway,Metaverse,MetaverseNFT,EarthDay2022",NEGATIVE,joy
19557," Happy EarthDay 🌎!
 
Let’s use this day to celebrate and protect our planet, renew our efforts in the fight against climate change, and ensure that we have healthier communities in every zip code. ",RepChuyGarcia,EarthDay,POSITIVE,optimism
